customer_id,first_name,order_id,title,order_date,order_year,order_month,order_day,order_weekday,is_weekend,title_length,total_orders_x,recency_days_x,word_count,recency_days_y,total_orders_y,recency_days,is_churn,total_orders
52,Levy,7305,Best Ghost and Horror Stories,2023-04-02 06:34:55.195212,2023,4,2,6,1,29,42,102,5,102,40,102,0,40
52,Levy,7306,A Garden of Earthly Delights (Wonderland Quartet  #1),2023-05-28 06:52:34.804812,2023,5,28,6,1,53,42,102,8,102,40,102,0,40
52,Levy,7307,Twelve Extraordinary Women Workbook,2022-02-02 13:53:28.660812,2022,2,2,2,0,35,42,102,4,102,40,102,0,40
52,Levy,7308,The Zen of CSS Design: Visual Enlightenment for the Web,2022-07-13 00:16:54.072012,2022,7,13,2,0,55,42,102,10,102,40,102,0,40
53,Garold,7309,Memoirs of a Geisha,2022-01-11 08:22:47.073612,2022,1,11,1,0,19,45,46,4,46,45,46,0,45
53,Garold,7310,The Porcelain Dove,2023-01-27 04:54:01.406412,2023,1,27,4,0,18,45,46,3,46,45,46,0,45
53,Garold,7311,Wayside School Gets A Little Stranger (Wayside School  #3),2023-07-09 09:38:23.073612,2023,7,9,6,1,58,45,46,9,46,45,46,0,45
53,Garold,7312,Cities of the Plain (The Border Trilogy  #3),2022-01-30 20:33:35.073612,2022,1,30,6,1,44,45,46,8,46,45,46,0,45
54,Verene,7313,Prometheus Rising,2024-12-04 09:23:46.113612,2024,12,4,2,0,17,49,41,2,41,49,41,0,49
54,Verene,7314,By the Light of the Green Star (Green Star  #3),2024-08-07 13:31:21.384012,2024,8,7,2,0,47,49,41,10,41,49,41,0,49
54,Verene,7315,Walking the Rez Road,2023-11-12 13:05:45.796812,2023,11,12,6,1,20,49,41,4,41,49,41,0,49
54,Verene,7316,How We Are Hungry,2023-02-17 00:12:04.027212,2023,2,17,4,0,17,49,41,4,41,49,41,0,49
55,Sianna,7317,The Best Short Stories of Edith Wharton,2023-02-22 09:44:42.369612,2023,2,22,2,0,39,51,157,7,157,48,157,0,48
55,Sianna,7319,The Prydain Companion: A Reference Guide to Lloyd Alexander's Prydain Chronicles,2023-07-08 13:46:32.040012,2023,7,8,5,1,80,51,157,11,157,48,157,0,48
55,Sianna,7320,X/1999  Volume 02: Overture,2022-09-08 18:33:54.542412,2022,9,8,3,0,27,51,157,4,157,48,157,0,48
56,Billi,7321,Death Note  Vol. 9: Contact (Death Note  #9),2021-12-31 14:57:06.158412,2021,12,31,4,0,44,44,61,8,61,41,61,0,41
56,Billi,7322,H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),2023-09-28 11:15:46.392012,2023,9,28,3,0,50,44,61,8,61,41,61,0,41
56,Billi,7323,Blink: The Power of Thinking Without Thinking,2023-01-01 22:50:47.697612,2023,1,1,6,1,45,44,61,7,61,41,61,0,41
56,Billi,7324,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),2023-01-12 03:25:21.672012,2023,1,12,3,0,67,44,61,11,61,41,61,0,41
57,Doyle,7325,Foucault's Pendulum,2024-06-01 13:28:43.012812,2024,6,1,5,1,19,50,61,2,61,49,61,0,49
57,Doyle,7326,Sunny The Yellow Fairy (Rainbow Magic  #3),2023-09-05 10:43:23.342412,2023,9,5,1,0,42,50,61,7,61,49,61,0,49
57,Doyle,7327,In einer regnerischen Nacht.,2024-04-21 02:51:35.246412,2024,4,21,6,1,28,50,61,4,61,49,61,0,49
57,Doyle,7328,Jack & Jill (Alex Cross  #3),2022-01-06 17:17:36.465612,2022,1,6,3,0,28,50,61,6,61,49,61,0,49
58,Jeni,7329,O Cavalo e o Seu Rapaz (As Crónicas de Nárnia  #3),2024-11-26 06:24:31.473612,2024,11,26,1,0,50,45,34,11,34,44,34,0,44
58,Jeni,7330,The Slave,2023-03-01 03:25:37.224012,2023,3,1,2,0,9,45,34,2,34,44,34,0,44
58,Jeni,7331,Marijuana Horticulture: The Indoor/Outdoor Medical Grower's Bible,2022-05-26 09:18:29.544012,2022,5,26,3,0,65,45,34,7,34,44,34,0,44
58,Jeni,7332,Swann's Way (In Search of Lost Time  #1),2022-09-04 02:00:37.204812,2022,9,4,6,1,40,45,34,8,34,44,34,0,44
59,Emylee,7333,Bizarre World,2023-03-06 22:01:06.379212,2023,3,6,0,0,13,48,37,2,37,47,37,0,47
59,Emylee,7334,First Things First,2024-12-08 13:43:48.312012,2024,12,8,6,1,18,48,37,3,37,47,37,0,47
59,Emylee,7335,Under the Red Flag,2024-11-17 05:57:26.894412,2024,11,17,6,1,18,48,37,4,37,47,37,0,47
59,Emylee,7336,Black Girl/White Girl,2022-03-25 14:02:37.560012,2022,3,25,4,0,21,48,37,3,37,47,37,0,47
60,Kincaid,7337,Hard News (Rune  #3),2023-07-09 13:37:43.099212,2023,7,9,6,1,20,48,243,4,243,46,243,1,46
60,Kincaid,7338,The History of Sexuality  Volume 2: The Use of Pleasure,2022-04-30 13:35:00.753612,2022,4,30,5,1,55,48,243,10,243,46,243,1,46
60,Kincaid,7339,The Philosophy of History,2023-11-20 10:26:16.478412,2023,11,20,0,0,25,48,243,4,243,46,243,1,46
60,Kincaid,7340,Ultimate X-Men  Vol. 14: Phoenix?,2023-03-21 20:34:20.520012,2023,3,21,1,0,33,48,243,5,243,46,243,1,46
61,Joly,7341,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),2023-12-16 22:24:36.513612,2023,12,16,5,1,61,50,106,9,106,50,106,0,50
61,Joly,7342,ADHD in Adulthood: A Guide to Current Theory  Diagnosis  and Treatment,2023-10-07 09:53:49.454412,2023,10,7,5,1,70,50,106,11,106,50,106,0,50
61,Joly,7343,From Far Away,2024-09-18 06:33:11.515212,2024,9,18,2,0,13,50,106,3,106,50,106,0,50
61,Joly,7344,Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,2023-01-22 19:10:45.518412,2023,1,22,6,1,62,50,106,11,106,50,106,0,50
62,Heywood,7345,Atonement,2022-10-28 17:18:56.644812,2022,10,28,4,0,9,51,259,1,259,49,259,1,49
62,Heywood,7346,Paradoxes of Education in a Republic,2023-09-02 03:32:02.308812,2023,9,2,5,1,36,51,259,6,259,49,259,1,49
62,Heywood,7347,Complete Plays 1913–1920,2022-04-12 14:04:26.683212,2022,4,12,1,0,24,51,259,3,259,49,259,1,49
62,Heywood,7348,The Third Chimpanzee: The Evolution & Future of the Human Animal,2023-10-12 03:38:59.275212,2023,10,12,3,0,64,51,259,11,259,49,259,1,49
63,Margette,7349,Palm Sunday: An Autobiographical Collage,2024-03-01 08:11:05.332812,2024,3,1,4,0,40,44,29,5,29,43,29,0,43
63,Margette,7350,Man Walks Into a Room,2023-05-01 15:18:30.321612,2023,5,1,0,0,21,44,29,5,29,43,29,0,43
63,Margette,7351,Three Books of Occult Philosophy,2023-07-19 12:28:04.622412,2023,7,19,2,0,32,44,29,5,29,43,29,0,43
63,Margette,7352,The Punisher  Vol. 6: Confederacy of Dunces,2024-11-12 18:41:32.808012,2024,11,12,1,0,43,44,29,7,29,43,29,0,43
64,Zia,7353,A Cavern of Black Ice (Sword of Shadows  #1),2022-10-20 13:01:09.144012,2022,10,20,3,0,44,38,23,9,23,36,23,0,36
64,Zia,7354,Posing for Portrait Photography: A Head-To-Toe Guide,2023-01-28 04:44:39.460812,2023,1,28,5,1,52,38,23,7,23,36,23,0,36
64,Zia,7355,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,2022-09-06 22:39:40.948812,2022,9,6,1,0,72,38,23,7,23,36,23,0,36
64,Zia,7356,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),2024-08-25 00:10:53.697612,2024,8,25,6,1,77,38,23,15,23,36,23,0,36
65,Noelle,7357,The Snapper,2023-06-27 19:12:54.513612,2023,6,27,1,0,11,50,79,2,79,48,79,0,48
65,Noelle,7358,Jane Eyre,2023-05-06 15:43:38.347212,2023,5,6,5,1,9,50,79,2,79,48,79,0,48
65,Noelle,7359,The Dirt: Confessions of the World's Most Notorious Rock Band,2023-04-05 04:53:20.366412,2023,4,5,2,0,61,50,79,10,79,48,79,0,48
65,Noelle,7360,Iceberg (Dirk Pitt  #3),2024-10-27 21:08:21.806412,2024,10,27,6,1,23,50,79,4,79,48,79,0,48
66,Carlene,7361,The Ground Beneath Her Feet,2023-06-13 04:42:18.888012,2023,6,13,1,0,27,46,64,5,64,45,64,0,45
66,Carlene,7362,For Lust of Knowing: The Orientalists and Their Enemies,2023-10-15 04:03:18.398412,2023,10,15,6,1,55,46,64,9,64,45,64,0,45
66,Carlene,7363,Merry Christmas  Stinky Face,2022-11-09 02:36:20.011212,2022,11,9,2,0,28,46,64,4,64,45,64,0,45
66,Carlene,7364,Always Remember Me: How One Family Survived World War II,2022-09-18 05:32:39.777612,2022,9,18,6,1,56,46,64,10,64,45,64,0,45
67,Arlene,7365,Loveless  Vol. 1: A Kin of Homecoming,2024-11-13 15:57:35.390412,2024,11,13,2,0,37,51,33,7,33,50,33,0,50
67,Arlene,7366,Mutant Message Down Under,2022-04-15 19:47:19.214412,2022,4,15,4,0,25,51,33,4,33,50,33,0,50
67,Arlene,7367,Candide and Other Stories (World's Classics),2022-06-11 09:36:54.168012,2022,6,11,5,1,44,51,33,6,33,50,33,0,50
67,Arlene,7368,Control Freak (SVH Senior Year  #35),2022-10-04 23:00:50.337612,2022,10,4,1,0,36,51,33,6,33,50,33,0,50
68,Renado,7369,戰廢品,2022-01-27 02:09:19.492812,2022,1,27,3,0,3,44,61,1,61,43,61,0,43
68,Renado,7370,Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,2023-01-17 16:45:42.792012,2023,1,17,1,0,82,44,61,14,61,43,61,0,43
68,Renado,7371,God's Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures,2023-04-14 21:10:21.902412,2023,4,14,4,0,87,44,61,14,61,43,61,0,43
68,Renado,7372,Different Seasons,2024-08-22 17:53:52.968012,2024,8,22,3,0,17,44,61,2,61,43,61,0,43
69,Verney,7373,Marie Antoinette: The Journey,2024-01-13 05:27:45.758412,2024,1,13,5,1,29,48,52,4,52,47,52,0,47
69,Verney,7374,Davita's Harp,2024-07-22 12:01:06.868812,2024,7,22,0,0,13,48,52,2,52,47,52,0,47
69,Verney,7375,Playing Shakespeare: An Actor's Guide,2024-01-10 15:51:44.174412,2024,1,10,2,0,37,48,52,5,52,47,52,0,47
69,Verney,7376,Double Take (FBI Thriller  #11),2022-12-03 22:22:25.012812,2022,12,3,5,1,31,48,52,5,52,47,52,0,47
70,Antonella,7377,Spooks: The Haunting of America: The Private Use of Secret Agents,2023-09-30 12:42:31.992012,2023,9,30,5,1,65,47,67,11,67,44,67,0,44
70,Antonella,7378,The History of the Lord of the Rings (The History of Middle-earth #6-9),2024-02-23 19:15:39.883212,2024,2,23,4,0,71,47,67,13,67,44,67,0,44
70,Antonella,7379,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,2024-07-23 10:03:46.478412,2024,7,23,1,0,86,47,67,14,67,44,67,0,44
70,Antonella,7380,The Panda's Thumb: More Reflections in Natural History,2024-09-12 19:47:55.675212,2024,9,12,3,0,54,47,67,8,67,44,67,0,44
71,Corinne,7381,A Harlot High and Low,2023-02-24 21:07:40.507212,2023,2,24,4,0,21,48,51,5,51,48,51,0,48
71,Corinne,7382,Slay Ride,2024-03-20 14:08:13.742412,2024,3,20,2,0,9,48,51,2,51,48,51,0,48
71,Corinne,7383,LOGO Lounge: 2 000 International Identities by Leading Designers,2024-09-10 14:33:16.670412,2024,9,10,1,0,64,48,51,9,51,48,51,0,48
71,Corinne,7384,A Caress of Twilight (Merry Gentry  #2),2022-04-13 19:49:49.032012,2022,4,13,2,0,39,48,51,7,51,48,51,0,48
72,Gustavo,7385,Moll Flanders,2024-09-30 12:20:13.656012,2024,9,30,0,0,13,45,63,2,63,44,63,0,44
72,Gustavo,7386,Private Parts,2024-01-21 13:14:13.828812,2024,1,21,6,1,13,45,63,2,63,44,63,0,44
72,Gustavo,7387,Snow Crash,2023-05-11 13:22:03.585612,2023,5,11,3,0,10,45,63,2,63,44,63,0,44
72,Gustavo,7388,Hatchet Jobs: Writings on Contemporary Fiction,2022-11-01 23:02:02.827212,2022,11,1,1,0,46,45,63,6,63,44,63,0,44
73,Ruthi,7389,The Mini Zen Gardening Kit,2022-04-03 04:30:06.129612,2022,4,3,6,1,26,45,52,5,52,45,52,0,45
73,Ruthi,7390,Portraits of Murder: 47 Short Stories Chosen by the Master of Suspense,2023-05-05 06:01:30.974412,2023,5,5,4,0,70,45,52,12,52,45,52,0,45
73,Ruthi,7391,PS I Love You Baby Collection,2023-05-27 05:19:30.168012,2023,5,27,5,1,29,45,52,6,52,45,52,0,45
73,Ruthi,7392,The Catcher in the Rye: Annotations and Study Aids,2024-03-02 19:23:36.120012,2024,3,2,5,1,50,45,52,9,52,45,52,0,45
74,Ozzie,7393,Virginia Woolf: An Inner Life,2022-02-27 12:29:34.305612,2022,2,27,6,1,29,41,63,5,63,41,63,0,41
74,Ozzie,7394,The Red Tent,2023-04-07 13:25:55.224012,2023,4,7,4,0,12,41,63,3,63,41,63,0,41
74,Ozzie,7395,Birthday Machine (Disney's Little Einsteins Early Reader),2024-11-12 22:07:16.171212,2024,11,12,1,0,57,41,63,7,63,41,63,0,41
74,Ozzie,7396,Pacto Con un Demonio,2023-07-05 04:37:27.288012,2023,7,5,2,0,20,41,63,4,63,41,63,0,41
75,Enrichetta,7397,A People's History of the United States,2022-09-06 14:29:19.416012,2022,9,6,1,0,39,43,181,7,181,41,181,1,41
75,Enrichetta,7398,The Elements of Visual Style: The Basics of Print Design for Every PC and Mac User,2023-01-16 20:30:22.056012,2023,1,16,0,0,82,43,181,16,181,41,181,1,41
75,Enrichetta,7399,Doctor Who: Cat's Cradle-Warhead,2022-01-15 10:57:08.980812,2022,1,15,5,1,32,43,181,4,181,41,181,1,41
75,Enrichetta,7400,A Personal Matter,2024-07-13 03:46:59.918412,2024,7,13,5,1,17,43,181,3,181,41,181,1,41
1,Ursola,7401,Savage Beauty: The Life of Edna St. Vincent Millay,2024-02-01 13:02:18.177612,2024,2,1,3,0,50,61,27,9,27,61,27,0,61
1,Ursola,7402,Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,2024-06-20 10:37:31.176012,2024,6,20,3,0,80,61,27,16,27,61,27,0,61
1,Ursola,7403,Much Ado about Nothing,2022-05-25 01:21:24.360012,2022,5,25,2,0,22,61,27,4,27,61,27,0,61
1,Ursola,7404,The Serpent and the Rainbow,2022-05-10 17:08:03.547212,2022,5,10,1,0,27,61,27,5,27,61,27,0,61
2,Ruthanne,7405,Arrows of the Queen (Heralds of Valdemar  #1),2022-03-07 10:00:35.620812,2022,3,7,0,0,45,73,38,8,38,69,38,0,69
2,Ruthanne,7406,Son of a Witch (The Wicked Years  #2),2023-05-16 09:06:54.542412,2023,5,16,1,0,37,73,38,8,38,69,38,0,69
2,Ruthanne,7407,The Collected Poetry  1968-1998,2024-07-16 13:07:14.961612,2024,7,16,1,0,31,73,38,4,38,69,38,0,69
2,Ruthanne,7408,Weekend Warriors (Sisterhood  #1),2023-02-19 20:42:50.798412,2023,2,19,6,1,33,73,38,4,38,69,38,0,69
3,Reidar,7409,One Flew Over the Cuckoo's Nest,2023-07-25 21:31:43.905612,2023,7,25,1,0,31,69,28,6,28,66,28,0,66
3,Reidar,7410,Throne of Jade (Temeraire  #2),2023-09-04 07:17:57.172812,2023,9,4,0,0,30,69,28,5,28,66,28,0,66
3,Reidar,7411,Miracle on the 17th Green (Travis McKinley  #1),2023-06-02 23:58:37.915212,2023,6,2,4,0,47,69,28,8,28,66,28,0,66
3,Reidar,7412,If the River Was Whiskey: Stories,2022-05-07 17:22:39.124812,2022,5,7,5,1,33,69,28,6,28,66,28,0,66
4,Rich,7413,Blandings Castle (Blandings Castle  #3),2023-02-20 17:00:47.054412,2023,2,20,0,0,39,62,37,5,37,59,37,0,59
4,Rich,7414,Stationary Bike,2022-03-25 12:02:22.555212,2022,3,25,4,0,15,62,37,2,37,59,37,0,59
4,Rich,7415,The Amber Spyglass (His Dark Materials  #3),2023-05-10 04:19:18.216012,2023,5,10,2,0,43,62,37,7,37,59,37,0,59
4,Rich,7416,Look to Windward (Culture  #7),2024-02-09 16:32:18.148812,2024,2,9,4,0,30,62,37,5,37,59,37,0,59
5,Carline,7417,American Gods,2023-12-16 19:53:18.724812,2023,12,16,5,1,13,65,53,2,53,63,53,0,63
5,Carline,7418,Welcome to Temptation (Dempseys  #1),2023-11-30 15:48:34.267212,2023,11,30,3,0,36,65,53,5,53,63,53,0,63
5,Carline,7419,The Prodigal Son (Roger the Chapman  #15),2024-10-11 13:02:47.640012,2024,10,11,4,0,41,65,53,7,53,63,53,0,63
5,Carline,7420,Democracy in America,2022-06-10 17:41:16.881612,2022,6,10,4,0,20,65,53,3,53,63,53,0,63
6,Kandy,7421,Redburn / White-Jacket / Moby-Dick,2024-01-28 01:09:39.076812,2024,1,28,6,1,34,66,28,5,28,63,28,0,63
6,Kandy,7422,The Brotherhood of the Rose (Mortalis  #1),2022-04-15 05:58:59.256012,2022,4,15,4,0,42,66,28,7,28,63,28,0,63
6,Kandy,7423,Le prophète,2022-11-04 08:15:58.142412,2022,11,4,4,0,11,66,28,2,28,63,28,0,63
6,Kandy,7424,Understanding Media: The Extensions of Man,2023-10-14 23:10:34.401612,2023,10,14,5,1,42,66,28,6,28,63,28,0,63
7,Jermain,7425,The Best American Science Writing 2002,2022-08-17 12:40:34.142412,2022,8,17,2,0,38,65,63,6,63,63,63,0,63
7,Jermain,7426,The Little Fire Engine,2023-11-13 14:44:10.718412,2023,11,13,0,0,22,65,63,4,63,63,63,0,63
7,Jermain,7427,The Dew Breaker,2023-01-31 06:49:05.716812,2023,1,31,1,0,15,65,63,3,63,63,63,0,63
7,Jermain,7428,The Greatest Generation,2022-02-17 15:51:25.857612,2022,2,17,3,0,23,65,63,3,63,63,63,0,63
8,Nolly,7429,Jesus the Son of Man,2024-03-08 21:33:18.427212,2024,3,8,4,0,20,68,23,5,23,65,23,0,65
8,Nolly,7430,The Code of the Woosters: Jeeves to the Rescue,2023-03-12 18:07:26.424012,2023,3,12,6,1,46,68,23,9,23,65,23,0,65
8,Nolly,7431,Julius Caesar,2022-03-14 23:01:26.539212,2022,3,14,0,0,13,68,23,2,23,65,23,0,65
8,Nolly,7432,Penguin Book Of Norse Myths: Gods Of The Vikings,2024-08-16 03:46:14.817612,2024,8,16,4,0,48,68,23,9,23,65,23,0,65
9,Phebe,7433,Immigrant Acts: On Asian American Cultural Politics,2024-02-18 22:55:12.686412,2024,2,18,6,1,51,61,25,7,25,59,25,0,59
9,Phebe,7434,Honey (Shooting Stars  #4),2024-06-14 22:27:24.475212,2024,6,14,4,0,26,61,25,4,25,59,25,0,59
9,Phebe,7435,The Matrix and Philosophy: Welcome to the Desert of the Real,2022-08-18 23:20:50.692812,2022,8,18,3,0,60,61,25,11,25,59,25,0,59
9,Phebe,7436,Grimus,2022-01-04 19:32:52.104012,2022,1,4,1,0,6,61,25,1,25,59,25,0,59
10,Euell,7437,I Heard That Song Before,2022-11-08 14:37:19.022412,2022,11,8,1,0,24,62,35,5,35,62,35,0,62
10,Euell,7438,The Communist Manifesto (Great Ideas),2022-09-03 01:21:45.009612,2022,9,3,5,1,37,62,35,5,35,62,35,0,62
10,Euell,7439,On Duties (De Officiis),2024-01-30 13:04:09.720012,2024,1,30,1,0,23,62,35,4,35,62,35,0,62
10,Euell,7440,Lidia's Family Table,2023-04-07 01:37:43.444812,2023,4,7,4,0,20,62,35,3,35,62,35,0,62
11,Teriann,7441,The Complete Stories,2022-12-27 08:50:14.635212,2022,12,27,1,0,20,78,33,3,33,76,33,0,76
11,Teriann,7442,The One-Eyed Giant (Tales from the Odyssey  #1),2024-08-28 09:02:38.193612,2024,8,28,2,0,47,78,33,8,33,76,33,0,76
11,Teriann,7443,Li Po and Tu Fu: Poems,2024-04-13 07:34:03.729612,2024,4,13,5,1,22,78,33,6,33,76,33,0,76
11,Teriann,7444,The Konrad Saga (Konrad  #1-3),2024-08-27 17:15:01.204812,2024,8,27,1,0,30,78,33,5,33,76,33,0,76
12,Filmer,7445,The Subterraneans,2023-05-20 07:47:41.073612,2023,5,20,5,1,17,64,61,2,61,62,61,0,62
12,Filmer,7446,Tom Jones,2024-10-22 04:38:01.329612,2024,10,22,1,0,9,64,61,2,61,62,61,0,62
12,Filmer,7447,Teach Us  Amelia Bedelia,2022-12-05 03:56:58.929612,2022,12,5,0,0,24,64,61,4,61,62,61,0,62
12,Filmer,7448,Rover rettet Weihnachten.,2024-06-03 05:55:21.268812,2024,6,3,0,0,25,64,61,3,61,62,61,0,62
13,Daisey,7449,Whip Hand (Sid Halley  #2),2022-03-15 15:08:21.979212,2022,3,15,1,0,26,58,32,5,32,58,32,0,58
13,Daisey,7450,Die Naschkatzen,2022-09-21 12:30:50.596812,2022,9,21,2,0,15,58,32,2,32,58,32,0,58
13,Daisey,7451,Betsy and the Great World (Betsy-Tacy  #9),2023-07-22 06:02:07.953612,2023,7,22,5,1,42,58,32,7,32,58,32,0,58
13,Daisey,7452,Glamorama,2024-12-13 22:50:17.716812,2024,12,13,4,0,9,58,32,1,32,58,32,0,58
14,Gusella,7453,This Alien Shore,2022-10-22 17:09:54.830412,2022,10,22,5,1,16,53,86,3,86,50,86,0,50
14,Gusella,7454,The Dream Stealer,2023-10-13 04:34:04.248012,2023,10,13,4,0,17,53,86,3,86,50,86,0,50
14,Gusella,7455,Dayworld (Dayworld #1),2023-11-30 15:47:41.822412,2023,11,30,3,0,22,53,86,3,86,50,86,0,50
14,Gusella,7456,Escape: The Love Story from Whirlwind,2024-01-07 20:45:20.356812,2024,1,7,6,1,37,53,86,6,86,50,86,0,50
15,Lonnie,7457,London Bridges (Alex Cross  #10),2022-07-10 17:48:36.484812,2022,7,10,6,1,32,50,69,5,69,49,69,0,49
15,Lonnie,7458,Caligula and Three Other Plays,2022-06-25 10:44:06.888012,2022,6,25,5,1,30,50,69,5,69,49,69,0,49
15,Lonnie,7459,Blind Willow  Sleeping Woman,2023-04-25 20:12:25.857612,2023,4,25,1,0,28,50,69,4,69,49,69,0,49
15,Lonnie,7460,The Abduction (Kidnapped  #1),2024-05-18 15:22:15.393612,2024,5,18,5,1,29,50,69,4,69,49,69,0,49
16,Debbi,7461,The Essential Kierkegaard,2023-07-30 03:01:59.659212,2023,7,30,6,1,25,53,25,3,25,53,25,0,53
16,Debbi,7462,Out of this World,2022-02-03 04:24:16.296012,2022,2,3,3,0,17,53,25,4,25,53,25,0,53
16,Debbi,7463,Glass House,2024-07-08 21:59:47.064012,2024,7,8,0,0,11,53,25,2,25,53,25,0,53
16,Debbi,7464,The Wall,2024-04-26 08:57:25.857612,2024,4,26,4,0,8,53,25,2,25,53,25,0,53
17,Ignace,7465,Prioritizing Web Usability,2022-01-09 11:28:34.747212,2022,1,9,6,1,26,55,48,3,48,54,48,0,54
17,Ignace,7466,Jurassic Park (Jurassic Park  #1),2023-09-03 09:20:37.243212,2023,9,3,6,1,33,55,48,5,48,54,48,0,54
17,Ignace,7467,Heart of Darkness,2023-07-29 22:52:02.779212,2023,7,29,5,1,17,55,48,3,48,54,48,0,54
17,Ignace,7468,The Pearl/The Red Pony,2023-02-21 20:23:59.131212,2023,2,21,1,0,22,55,48,4,48,54,48,0,54
18,Andrei,7469,Corelli's Mandolin,2024-06-26 15:05:33.153612,2024,6,26,2,0,18,53,47,2,47,52,47,0,52
18,Andrei,7470,Wide Sargasso Sea: A Reader's Guide to Essential Criticism,2024-02-13 13:52:01.656012,2024,2,13,1,0,58,53,47,9,47,52,47,0,52
18,Andrei,7471,Let the Hurricane Roar,2022-12-27 09:21:44.894412,2022,12,27,1,0,22,53,47,4,47,52,47,0,52
18,Andrei,7472,The Walking Dead  Book One (The Walking Dead #1-12),2023-05-04 03:26:16.708812,2023,5,4,3,0,51,53,47,9,47,52,47,0,52
19,Sanford,7473,Love,2024-10-16 03:24:19.032012,2024,10,16,2,0,4,57,25,1,25,57,25,0,57
19,Sanford,7474,Ranma 1/2  Vol. 7 (Ranma ½ (US 2nd)  #7),2023-10-09 04:31:07.300812,2023,10,9,0,0,40,57,25,9,25,57,25,0,57
19,Sanford,7475,Eleven on Top (Stephanie Plum  #11),2022-04-28 18:40:12.283212,2022,4,28,3,0,35,57,25,6,25,57,25,0,57
19,Sanford,7476,Mere Christianity,2022-12-30 04:09:33.979212,2022,12,30,4,0,17,57,25,2,25,57,25,0,57
20,Kali,7477,Tales,2023-11-17 01:01:45.518412,2023,11,17,4,0,5,53,57,1,57,51,57,0,51
20,Kali,7478,Wild Things (Prowlers Book 1),2024-04-23 13:43:01.915212,2024,4,23,1,0,29,53,57,5,57,51,57,0,51
20,Kali,7479,A Preface to Democratic Theory,2022-03-06 06:16:44.568012,2022,3,6,6,1,30,53,57,5,57,51,57,0,51
20,Kali,7480,Cliffsnotes on Dostoevsky's Crime and Punishment,2024-05-23 09:37:15.249612,2024,5,23,3,0,48,53,57,6,57,51,57,0,51
21,Krishnah,7481,Krik? Krak!: Récits,2023-06-16 16:04:10.324812,2023,6,16,4,0,20,52,47,3,47,50,47,0,50
21,Krishnah,7482,Lectures on Literature,2022-05-03 21:27:13.300812,2022,5,3,1,0,22,52,47,3,47,50,47,0,50
21,Krishnah,7483,The Ultimate Guide to Anal Sex for Women,2022-08-27 01:31:43.934412,2022,8,27,5,1,40,52,47,8,47,50,47,0,50
21,Krishnah,7484,The Sea Hunters (The Sea Hunters #1),2024-01-13 11:56:34.708812,2024,1,13,5,1,36,52,47,7,47,50,47,0,50
22,Alley,7485,Power vs. Force,2023-06-04 06:39:01.003212,2023,6,4,6,1,15,54,51,3,51,54,51,0,54
22,Alley,7486,Bait and Switch: The (Futile) Pursuit of the American Dream,2024-01-10 07:44:22.267212,2024,1,10,2,0,59,54,51,10,51,54,51,0,54
22,Alley,7487,Tulips & Chimneys,2022-12-16 23:40:52.257612,2022,12,16,4,0,17,54,51,3,51,54,51,0,54
22,Alley,7488,Dayworld (Dayworld #1),2022-11-19 20:26:29.553612,2022,11,19,5,1,22,54,51,3,51,54,51,0,54
23,Gilligan,7489,Strange Fits of Passion,2023-11-11 21:36:29.544012,2023,11,11,5,1,23,53,43,4,43,50,43,0,50
23,Gilligan,7490,El hombre duplicado,2023-03-29 07:48:38.529612,2023,3,29,2,0,19,53,43,3,43,50,43,0,50
23,Gilligan,7491,Heartsnatcher,2022-06-23 13:41:43.809612,2022,6,23,3,0,13,53,43,1,43,50,43,0,50
23,Gilligan,7492,The Pizza Monster (Olivia Sharp  Agent for Secrets #1),2023-03-28 23:01:51.336012,2023,3,28,1,0,54,53,43,9,43,50,43,0,50
24,Raul,7493,Fragments,2022-07-12 03:34:23.659212,2022,7,12,1,0,9,57,71,1,71,56,71,0,56
24,Raul,7494,Carrie (Biblioteca de Stephen King. 102  8),2024-08-15 12:33:44.520012,2024,8,15,3,0,43,57,71,7,71,56,71,0,56
24,Raul,7495,Pyramids of Montauk: Explorations in Consciousness,2022-11-12 14:42:41.035212,2022,11,12,5,1,50,57,71,6,71,56,71,0,56
24,Raul,7496,Las intermitencias de la muerte,2021-12-25 06:54:18.139212,2021,12,25,5,1,31,57,71,5,71,56,71,0,56
25,Garrek,7498,Deep Six (Dirk Pitt  #7),2023-07-27 09:21:40.574412,2023,7,27,3,0,24,53,27,5,27,52,27,0,52
25,Garrek,7499,Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist  #2),2022-03-02 04:56:48.504012,2022,3,2,2,0,69,53,27,8,27,52,27,0,52
